,Category,Headlines,Summary,DateTime,Url
18,Business,Indian rival slams Uber's business model,Uber's top rival in India has some unsolicited advice for the U.S. startup: Go local.,"Mon, 13 Feb 2017 08:48:42 EST",http://money.cnn.com/2017/02/13/technology/uber-ola-india-pranay-jivrajka/index.html?section=money_news_international
19,Business,Sri Lanka Central Bank Hikes Interest Rates By 7% To Tackle Inflation,Sri Lanka's central bank has decided to hike interest rates by an unprecedented 700 basis points to tame high inflation amid the worst economic crisis that has led to protests across the country and...,"Sat, 09 Apr 2022 15:40:54 +0530",https://www.ndtv.com/business/sri-lanka-hikes-interest-rates-to-tackle-inflation-amid-economic-crisis-2873553
20,Business,Delhi HC Rejects Red Bulls' Plea To Stop Pepsi Using 'Stimulates Mind...',"The Delhi High Court has dismissed an application by Red Bull seeking to injunct Pepsi from using the tagline ""Stimulates Mind. Energizes Body"" for its energy drink Sting.","Sat, 09 Apr 2022 15:29:03 +0530",https://www.ndtv.com/business/delhi-hc-dismisses-red-bulls-plea-to-injunct-pepsi-from-using-stimulates-mind-tagline-for-sting-2873525
21,Business,S&amp;P cuts Russia&#039;s foreign currency rating to &#039;selective default&#039;,Russia could face its first sovereign external default in over a century,"Sat, 09 Apr 2022 22:24:23 +0530",https://www.thehindu.com/business/sp-cuts-russias-foreign-currency-rating-to-selective-default/article65306762.ece
22,Business,"Majority of employers favour a 4-day workweek, survey shows",Over 60% of job providers see it helping lower stress levels,"Sat, 09 Apr 2022 22:30:09 +0530",https://www.thehindu.com/business/Industry/majority-of-employers-favour-a-4-day-workweek-survey-shows/article65306942.ece
23,Business,India globally well placed with lowest tech talent demand supply gap: Nasscom,‘India’s digital tech talent growing 5x faster than in core IT’,"Sat, 09 Apr 2022 23:03:04 +0530",https://www.thehindu.com/business/india-globally-well-placed-with-lowest-tech-talent-demand-supply-gap-nasscom/article65297024.ece
24,Business,Electric vehicle retail sales zoom over three-fold in FY22,"Total electric vehicle retails reached 4,29,217 units in 2021-22, with two-wheeler offtake leading the segment","Sun, 10 Apr 2022 19:49:46 +0530",https://www.thehindu.com/business/Industry/electric-vehicle-retail-sales-zoom-over-three-fold-in-fy22/article65308529.ece
25,Business,Cook calls for campaign against fake news,"Apple CEO Tim Cook wants the tech industry to take action against ""fake news"" stories that are polluting the web.","Sun, 12 Feb 2017 14:50:17 EST",http://money.cnn.com/2017/02/11/media/fake-news-apple-ceo-tim-cook/index.html?section=money_news_international
26,Business,Trump brand takes another hit,"Sears Holdings, the company that owns retail stores Sears and Kmart, said this weekend that it would remove 31 Trump-branded items from its website. ","Mon, 13 Feb 2017 11:07:44 EST",http://money.cnn.com/2017/02/12/news/companies/trump-brand-sears-kmart/index.html?section=money_news_international
27,Business,Cutting down trash with bamboo packaging ,"Universal Biopack makes packaging that it sells to restaurants and manufacturers. But rather than plastic, it uses a mixture of bamboo and cassava.","Sun, 12 Feb 2017 21:14:26 EST",http://money.cnn.com/2017/02/12/news/thailand-bamboo-cassava-packaging-universal-biopack/index.html?section=money_news_international
28,Business,Nike stars champion 'Equality' in new ad,"Nike on Sunday launched a star-studded short film titled ""Equality"" that coincides with Black History Month.","Sun, 12 Feb 2017 14:49:31 EST",http://money.cnn.com/2017/02/12/news/companies/nike-equality-lebron-serena/index.html?section=money_news_international
29,Business,"'Lego Batman' producer, then Treasury sec?","Treasury secretary pick Steven Mnuchin is an executive producer on Warner Bros.' ""The Lego Batman Movie,"" which pulled in an estimated $55.6 million from U.S. audiences during its opening weekend.","Sun, 12 Feb 2017 17:57:47 EST",http://money.cnn.com/2017/02/12/media/lego-batman-movie-steven-mnuchin/index.html?section=money_news_international
30,Business,Are we heading for another Greek debt crisis?,"It may seem like a recurring nightmare, but Greece is in danger of running out of money again. ","Thu, 09 Feb 2017 05:54:49 EST",http://money.cnn.com/2017/02/08/news/economy/greece-imf-bailout-eurozone/index.html?section=money_news_international
31,Business,Verizon is bringing back unlimited data,Read full story for latest details.,"Mon, 13 Feb 2017 08:20:28 EST",http://money.cnn.com/2017/02/12/technology/verizon-unlimited-data-plan/index.html?section=money_news_international
32,Business,Visa crackdown puts these rural doctors at risk ,Read full story for latest details.,"Fri, 10 Feb 2017 20:02:55 EST",http://money.cnn.com/2017/02/10/news/economy/visa-ban-rural-doctor-shortage/index.html?section=money_news_international
33,Business,Trump isn't killing the bull market. Here's why,Read full story for latest details.,"Fri, 10 Feb 2017 11:55:17 EST",http://money.cnn.com/2017/02/10/investing/stocks-united-states-trump-europe-china-japan/index.html?section=money_news_international
34,Business,How Is Metaverse Emerging As Promotional Medium For Film Industry,The makers of KGF: Chapter 2 have launched digital avatars of the films lead actor Yash on the metaverse.,"Sat, 09 Apr 2022 15:17:18 +0530",https://www.ndtv.com/business/film-industry-and-metaverse-the-promotional-medium-of-future-2873489
35,Business,Oil prices have doubled in a year. Here's why,The price of crude oil has more than doubled over the past year after bottoming out at $26 per barrel in February 2016. ,"Mon, 13 Feb 2017 09:39:58 EST",http://money.cnn.com/2017/02/13/investing/oil-prices-opec-deal/index.html?section=money_news_international
36,Business,"America's NAFTA nemesis: Canada, not Mexico",President-elect Donald Trump focuses his criticism of NAFTA on Mexico. But Canada and America have a rocky trade history too.,"Mon, 13 Feb 2017 11:59:43 EST",http://money.cnn.com/2017/02/13/news/economy/nafta-canada-trudeau-trump-mexico/index.html?section=money_news_international
37,Business,Apple stock nears record high,Apple stock is less than $1 away from its all-time high amid renewed optimism for the iPhone. ,"Mon, 13 Feb 2017 12:24:58 EST",http://money.cnn.com/2017/02/13/technology/apple-stock-record/index.html?section=money_news_international
38,Business,Stocks hit record again. Is Trump the reason?,The market is at all-time highs and many say Trump is the reason. But stocks were rallying when investors thought Hillary Clinton would win. Janet Yellen and the Fed may deserve more of the credit for the market's move.,"Mon, 13 Feb 2017 12:35:07 EST",http://money.cnn.com/2017/02/13/investing/stocks-all-time-highs-donald-trump-janet-yellen-fed/index.html?section=money_news_international
39,Business,Swiss voters reject corporate tax overhaul,Read full story for latest details.,"Mon, 13 Feb 2017 10:45:35 EST",http://money.cnn.com/2017/02/13/pf/taxes/switzerland-tax-referendum-vote/index.html?section=money_news_international
40,Business,How 'America First' could turn into to 'India First',"Nandan Nilekani, co-founder of one of India's biggest outsourcing companies, says an H-1B visa crackdown would ultimately hurt the U.S. ","Mon, 13 Feb 2017 14:20:08 EST",http://money.cnn.com/2017/02/13/technology/india-h1b-visa-trump-nandan-nilekani/index.html?section=money_news_international
41,Business,Will the next iPhone charge wirelessly? ,The days of plugging in an iPhone to charge won't last forever.,"Mon, 13 Feb 2017 14:42:14 EST",http://money.cnn.com/2017/02/13/technology/apple-wireless-charging/index.html?section=money_news_international
42,Business,Mexico ready to retaliate by hurting US farmers,Mexican Senator Armando Rios Piter told CNN that he plans to introduce a bill this week that would stop Mexican purchases of American corn. ,"Mon, 13 Feb 2017 12:37:06 EST",http://money.cnn.com/2017/02/13/news/economy/mexico-trump-us-corn/index.html?section=money_news_international
43,Business,"For 3rd quarter in row, startup funding crosses $10 billion in Q1 of 2022; 14 unicorns created",Creation of 14 more unicorns takes the overall tally of startups with over $1 billion valuation in India to 84 now,"Sun, 10 Apr 2022 17:53:25 +0530",https://www.thehindu.com/business/Industry/for-3rd-quarter-in-row-startup-funding-crosses-10-billion-in-q1-of-2022-14-unicorns-created/article65308794.ece
44,Business,Agri reforms important; repeal of 3 farm laws a setback for doubling farmers&#039; income: Niti member Ramesh Chand,Niti Aayog member Ramesh Chand on Sunday said the repeal of three farm laws has come as a &#039;setback&#039; to higher price realisation by cultivators,"Sun, 10 Apr 2022 14:15:05 +0530",https://www.thehindu.com/business/agri-business/agri-reforms-important-repeal-of-3-farm-laws-a-setback-for-doubling-farmers-income-niti-member-ramesh-chand/article65308598.ece
45,Business,"Verizon's plan: Consumers win, investors lose","Verizon has decided to bring back unlimited data plans. But while that's great for its subscribers, it's awful news for investors. It's another sign of how brutally competitive the telecom business is. And it's hurting Verizon's stock.","Mon, 13 Feb 2017 11:32:13 EST",http://money.cnn.com/2017/02/13/investing/verizon-stock-unlimited-data-plan/index.html?section=money_news_international
46,Business,India's Exports Of Banana To Baby Corn Get Canada Markets' Access,The government on Saturday said India gets Canadian markets' access for exporting fresh bananas and baby corn.,"Sat, 09 Apr 2022 15:04:22 +0530",https://www.ndtv.com/business/india-gets-market-access-for-exporting-banana-baby-corn-to-canada-2873459
47,Business,Indian Crude Oil Basket Prices Soften To Below $100 A Barrel,"The Indian crude oil basket prices have softened further to $97.59 per barrel at an exchange rate of 75.81 against the dollar as of April 7, according to the Petroleum Planning and Analysis Cell's...","Sat, 09 Apr 2022 17:16:34 +0530",https://www.ndtv.com/business/indian-crude-oil-basket-prices-soften-to-below-100-a-barrel-2873823
48,Business,"Ukraine war causes giant leap in global food prices, says UN",The UN says the conflict has spread shocks through markets for grains and vegetable oil.,"Fri, 08 Apr 2022 11:46:16 GMT",https://www.bbc.co.uk/news/business-61036715?at_medium=RSS&at_campaign=KARANGA
49,Business,Oil giant Shell to take £3.8bn hit by leaving Russia,The oil giant pledged to cut ties after it was criticised for buying Russian oil at a cheap price.,"Thu, 07 Apr 2022 09:18:35 GMT",https://www.bbc.co.uk/news/business-61021460?at_medium=RSS&at_campaign=KARANGA
50,Business,House price rise since first lockdown revealed,"Strong demand and a lack of homes on the market have pushed up property values, the Halifax says.","Thu, 07 Apr 2022 10:52:00 GMT",https://www.bbc.co.uk/news/business-61024311?at_medium=RSS&at_campaign=KARANGA
51,Business,Energy strategy: Boris Johnson defends plan amid cost of living crisis,"Labour says the strategy is ""too little, too late"" to help people facing rising energy bills.","Thu, 07 Apr 2022 17:18:07 GMT",https://www.bbc.co.uk/news/business-61027313?at_medium=RSS&at_campaign=KARANGA
52,Business,Firms struggle amid Sri Lanka's economic crisis,The South Asian nation is facing its worst economic crisis since independence from the UK in 1948.,"Thu, 07 Apr 2022 23:29:45 GMT",https://www.bbc.co.uk/news/business-61019270?at_medium=RSS&at_campaign=KARANGA
53,Business,Canada proposes foreign buyers home real estate ban,Canada is facing some of the most severe housing affordability issues in the world.,"Thu, 07 Apr 2022 20:20:46 GMT",https://www.bbc.co.uk/news/business-61027374?at_medium=RSS&at_campaign=KARANGA
54,Business,Cambo: Ithaca Energy pledges to develop controversial oil field,Ithaca Energy has bought the owners of the controversial Cambo project in a $1.5bn (£1.125bn) deal.,"Fri, 08 Apr 2022 13:20:25 GMT",https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-61031088?at_medium=RSS&at_campaign=KARANGA
55,Business,Sainsbury's lifts pay after shareholder pressure,"The supermarket says all London staff will be paid the Real Living Wage, following calls from investors.","Fri, 08 Apr 2022 09:40:59 GMT",https://www.bbc.co.uk/news/business-61026288?at_medium=RSS&at_campaign=KARANGA
56,Business,What's causing flight disruption this Easter?,"Foreign travel has got off to a bumpy start since Covid restrictions ended, but what is causing it?","Thu, 07 Apr 2022 23:03:21 GMT",https://www.bbc.co.uk/news/business-61007176?at_medium=RSS&at_campaign=KARANGA
57,Business,Kinder chocolate factory told to shut over salmonella cases,"Dozens of suspected cases are reported in the UK, Germany, France and Belgium.","Fri, 08 Apr 2022 20:20:24 GMT",https://www.bbc.co.uk/news/business-61041760?at_medium=RSS&at_campaign=KARANGA
58,Business,1MDB scandal: Ex-Goldman Malaysia boss found guilty,Roger Ng had fought the charges that he played a role in the massive 1MDB corruption scheme.,"Fri, 08 Apr 2022 17:14:08 GMT",https://www.bbc.co.uk/news/business-61043609?at_medium=RSS&at_campaign=KARANGA
59,Business,Manchester Airport warns of more queues as travel disruption continues,"Disruption at airports and the Port of Dover is continuing, ahead of another busy weekend for travel.","Fri, 08 Apr 2022 12:43:49 GMT",https://www.bbc.co.uk/news/business-61031379?at_medium=RSS&at_campaign=KARANGA
60,Business,Dover queues 'worst seen since Christmas 2020',"The Kent Resilience Forum said a number of problems have created a ""perfect storm"" for congestion.","Fri, 08 Apr 2022 15:56:37 GMT",https://www.bbc.co.uk/news/business-61041928?at_medium=RSS&at_campaign=KARANGA
61,Business,Dover: Council will declare 'major incident' if travel disruption persists,"Dover's District Council leader says the town ""will not tolerate"" another weekend of gridlock.","Thu, 07 Apr 2022 15:29:46 GMT",https://www.bbc.co.uk/news/uk-england-kent-61024058?at_medium=RSS&at_campaign=KARANGA
62,Business,Five reasons why prices and bills are going up,The soaring cost of living is affecting millions of people in the UK. These five charts explain why.,"Thu, 31 Mar 2022 23:07:16 GMT",https://www.bbc.co.uk/news/business-60928727?at_medium=RSS&at_campaign=KARANGA
63,Business,Stamp price rises: First class postage is now 95p,"Royal Mail says it will help cover rising delivery costs, but some have criticised the 11% hike.","Mon, 04 Apr 2022 06:25:28 GMT",https://www.bbc.co.uk/news/business-60976956?at_medium=RSS&at_campaign=KARANGA
64,Business,Money saving tips: How to cut spending as energy bills rise,Four experts share practical ways to protect your finances and soften the blow of rising bills.,"Fri, 01 Apr 2022 10:11:15 GMT",https://www.bbc.co.uk/news/business-60914889?at_medium=RSS&at_campaign=KARANGA
65,Business,Who allowed the energy price cap to rise so much? And other questions,"As a new price cap takes effect, causing energy bills to soar, we answer your questions.","Fri, 01 Apr 2022 16:30:21 GMT",https://www.bbc.co.uk/news/business-60954102?at_medium=RSS&at_campaign=KARANGA
66,Business,Broadband firms 'must do more to promote social tariffs',The culture secretary says suppliers must do more to promote discounted rates to low-income homes.,"Tue, 05 Apr 2022 22:09:14 GMT",https://www.bbc.co.uk/news/technology-60983343?at_medium=RSS&at_campaign=KARANGA
67,Business,National Insurance rise starts to hit pay packets,The prime minister says it is fair for some to face an extra tax burden to pay for health and social care.,"Wed, 06 Apr 2022 11:41:03 GMT",https://www.bbc.co.uk/news/business-60996174?at_medium=RSS&at_campaign=KARANGA
68,Business,Tesco staff to see pay rise to £10.10 an hour,The move by the UK's largest supermarket will bring its pay rates in line with Lidl and Aldi.,"Thu, 07 Apr 2022 13:54:36 GMT",https://www.bbc.co.uk/news/business-61021465?at_medium=RSS&at_campaign=KARANGA
69,Business,Scottish farmers warn of rising costs and food shortages,The Scottish government calls for a summit of UK ministers to discuss the problems facing food producers.,"Sat, 09 Apr 2022 16:57:03 GMT",https://www.bbc.co.uk/news/uk-scotland-61051493?at_medium=RSS&at_campaign=KARANGA
70,Business,House price squeeze: 'I bid dozens of times but lost',Surging home prices have created a spiralling cost of living crisis in the US.,"Fri, 08 Apr 2022 21:02:01 GMT",https://www.bbc.co.uk/news/business-60921223?at_medium=RSS&at_campaign=KARANGA
71,Business,P&O Ferries: Larne-Cairnryan passenger service facing delay,"The European Causeway vessel is suspended for ""tourist travel"" until Thursday 14 April, P&O tweets.","Sun, 10 Apr 2022 13:00:54 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-61057113?at_medium=RSS&at_campaign=KARANGA
72,Business,Akshata Murty: Inquiry into leak of Rishi Sunak's wife's taxes begins,Labour says a row over Akshata Murty's tax affairs raises questions over the chancellor's judgement.,"Sun, 10 Apr 2022 11:22:04 GMT",https://www.bbc.co.uk/news/uk-politics-61055789?at_medium=RSS&at_campaign=KARANGA
73,Business,'I don't want rising bills to mean kids miss out',"Taxes and bills are rising, so how do small businesses - already hit by Covid - think they'll cope?","Sat, 09 Apr 2022 23:21:02 GMT",https://www.bbc.co.uk/news/uk-politics-60985492?at_medium=RSS&at_campaign=KARANGA
74,Business,Full embargo on oil could stop war - ex-Putin aide,President Putin's former chief economic advisor tells the BBC Western countries could stop the war.,"Sun, 10 Apr 2022 04:37:15 GMT",https://www.bbc.co.uk/news/business-61040424?at_medium=RSS&at_campaign=KARANGA
75,Business,Warning of fresh energy bill shock in October as prices rise again,"A typical annual energy bill could be as high as £2,600 by October, warns consultancy Cornwall Insight.","Fri, 01 Apr 2022 17:26:00 GMT",https://www.bbc.co.uk/news/business-60959357?at_medium=RSS&at_campaign=KARANGA
76,Business,Hitachi train cracks report calls for standards review,Hitachi Class 800 and 385 series trains were temporarily taken out of service in May 2021.,"Thu, 07 Apr 2022 11:11:43 GMT",https://www.bbc.co.uk/news/uk-england-61021701?at_medium=RSS&at_campaign=KARANGA
77,Business,Tesla will sell electric cars in the Middle East,The automaker announced Monday that its first official venture in the oil-rich Middle East will be in the United Arab Emirates. ,"Mon, 13 Feb 2017 11:18:47 EST",http://money.cnn.com/2017/02/13/investing/tesla-uae-elon-musk/index.html?section=money_news_international
78,Business,More Kinder Surprise egg products recalled over salmonella links,Different chocolate egg products have been recalled over a link to UK cases of salmonella in children.,"Wed, 06 Apr 2022 15:54:23 GMT",https://www.bbc.co.uk/news/business-60993641?at_medium=RSS&at_campaign=KARANGA
79,Business,China lockdowns: Tourism spending plunges over key holiday,Tourism spending over the Qingming festival was more than 30% lower than the same time last year.,"Thu, 07 Apr 2022 05:00:07 GMT",https://www.bbc.co.uk/news/business-61019241?at_medium=RSS&at_campaign=KARANGA
80,Business,Drama as the Oscars ceremony returns to Hollywood,"After a year away due to Covid, this year's ceremony returns to tinseltown.","Sat, 26 Mar 2022 00:02:39 GMT",https://www.bbc.co.uk/news/business-60834516?at_medium=RSS&at_campaign=KARANGA
81,Business,'I went back to the north with my tail between my legs',Saatchi & Saatchi CEO Chris Kay describes his route into advertising and tips for those starting out.,"Tue, 29 Mar 2022 23:08:15 GMT",https://www.bbc.co.uk/news/business-60907794?at_medium=RSS&at_campaign=KARANGA
82,Business,Are we entering a 'golden age' for trade unions?,The pandemic has led to an increase in the number of people joining a union to get support at work.,"Wed, 30 Mar 2022 23:04:11 GMT",https://www.bbc.co.uk/news/business-60912464?at_medium=RSS&at_campaign=KARANGA
83,Business,Chip shortage: Has Europe's plan arrived too late?,The European Union is investing billions of euros in developing a world-beating chip industry.,"Fri, 01 Apr 2022 00:30:00 GMT",https://www.bbc.co.uk/news/business-60554228?at_medium=RSS&at_campaign=KARANGA
84,Business,Beating noise pollution with smart tech,A growing number of firms are offering solutions to cut the excessive noise that's harming our health,"Sun, 27 Mar 2022 23:01:37 GMT",https://www.bbc.co.uk/news/business-60858571?at_medium=RSS&at_campaign=KARANGA
85,Business,Does it matter if we know where our food comes from?,Increasingly sophisticated tech tells us more than ever about our food's journey from farm to fork.,"Mon, 04 Apr 2022 23:05:05 GMT",https://www.bbc.co.uk/news/business-60617094?at_medium=RSS&at_campaign=KARANGA
86,Business,Dune: The Indian behind VFX Oscar for sci-fi epic,Namit Malhotra started his company from a garage in Mumbai. Now it's winning Academy Awards.,"Tue, 05 Apr 2022 23:56:04 GMT",https://www.bbc.co.uk/news/world-asia-india-60983131?at_medium=RSS&at_campaign=KARANGA
87,Business,Are paper football programmes on their way out?,As a number of clubs stop printing programmes some say their future is in doubt.,"Wed, 06 Apr 2022 23:03:45 GMT",https://www.bbc.co.uk/news/business-60994152?at_medium=RSS&at_campaign=KARANGA
88,Business,Will France's 'forgotten' workers get what they want?,"Post-election the country's next leader must decide whether to re-invest in heavy industry, or not.","Tue, 05 Apr 2022 23:07:10 GMT",https://www.bbc.co.uk/news/business-60958295?at_medium=RSS&at_campaign=KARANGA
89,Business,Pet cloning is getting more popular despite the cost,"The controversial process of cloning your dog or cat is growing more popular, despite its high cost.","Sun, 03 Apr 2022 23:42:39 GMT",https://www.bbc.co.uk/news/business-60924936?at_medium=RSS&at_campaign=KARANGA
90,Education & Family,Disney and Taylor Swift lyrics used to increase Latin appeal,A new guide for teachers says a fresh approach would make the subject attractive to more young people.,"Thu, 07 Apr 2022 02:48:57 GMT",https://www.bbc.co.uk/news/education-61012868?at_medium=RSS&at_campaign=KARANGA
91,Education & Family,Covid: Fewer children missing school because of virus,"Virus-related absences are stabilising in England's state schools, despite rising cases in the UK.","Tue, 05 Apr 2022 14:06:27 GMT",https://www.bbc.co.uk/news/education-60998010?at_medium=RSS&at_campaign=KARANGA
92,Education & Family,Liverpool footballer Divock Origi funds degree scholarships,Liverpool striker Divock Origi is supporting two students who have begun undergraduate law courses.,"Wed, 06 Apr 2022 11:41:26 GMT",https://www.bbc.co.uk/news/uk-england-merseyside-61010929?at_medium=RSS&at_campaign=KARANGA
93,Education & Family,ALRA drama school shuts with immediate effect,"Students say they are devastated by ALRA's closure, announced by email on Monday morning.","Mon, 04 Apr 2022 19:46:26 GMT",https://www.bbc.co.uk/news/uk-england-60985737?at_medium=RSS&at_campaign=KARANGA
94,Education & Family,Wales smacking ban: What do parents think?,"As smacking becomes illegal in Wales, what do parents think of the changes?","Mon, 21 Mar 2022 15:32:47 GMT",https://www.bbc.co.uk/news/uk-wales-60826672?at_medium=RSS&at_campaign=KARANGA
95,Education & Family,Science and tech: The app founder inspiring kids,Pearce Jarrett is the founder of an award-winning app but didn't originally think it was a career for him.,"Tue, 15 Mar 2022 00:05:54 GMT",https://www.bbc.co.uk/news/science-environment-60736708?at_medium=RSS&at_campaign=KARANGA
96,Education & Family,Coda star and Oscar nominee inspires deaf children to dream big,Troy Kotsur is a star of CODA and the first deaf male actor ever to be nominated for an Oscar.,"Sat, 26 Mar 2022 02:32:48 GMT",https://www.bbc.co.uk/news/entertainment-arts-60882714?at_medium=RSS&at_campaign=KARANGA
97,Education & Family,Ukraine war: Bringing up a baby among the bombs,"More than 1.5 million children have fled Ukraine since the beginning of Russia's invasion, says the UN.","Mon, 28 Mar 2022 23:01:21 GMT",https://www.bbc.co.uk/news/world-europe-60903513?at_medium=RSS&at_campaign=KARANGA
98,Education & Family,Covid: How will my exams be different this year?,What changes are being made to give pupils a fair chance after two years of disruption due to Covid?,"Wed, 09 Feb 2022 09:06:33 GMT",https://www.bbc.co.uk/news/education-60142475?at_medium=RSS&at_campaign=KARANGA
99,Education & Family,Here's what you should know about student debt,What you need to know about student loan repayments - and how they differ from normal bank loans.,"Fri, 25 Feb 2022 10:17:45 GMT",https://www.bbc.co.uk/news/newsbeat-51190779?at_medium=RSS&at_campaign=KARANGA
100,Education & Family,Shrewsbury maternity scandal: The mothers who died,Families of two mothers who died after giving birth at a hospital trust share their stories for the first time.,"Thu, 31 Mar 2022 17:40:44 GMT",https://www.bbc.co.uk/news/uk-60947340?at_medium=RSS&at_campaign=KARANGA
